,origin,destination,treq,tdep,ttrav,tarr,tdrop,dist,pax_id,platform
393,46434754,3694043159,2020-10-02 11:01:40.198411,,0 days 01:37:52.000000000,2020-10-02 12:39:32.198411,,5872,393,0
228,46302224,46291028,2020-10-02 11:01:44.198411,,0 days 01:46:53.000000000,2020-10-02 12:48:37.198411,,6413,228,0
1675,46352459,46432573,2020-10-02 11:01:44.198411,,0 days 01:03:49.000000000,2020-10-02 12:05:33.198411,,3829,1675,0
2795,46372472,46290709,2020-10-02 11:01:44.198411,,0 days 01:03:15.000000000,2020-10-02 12:04:59.198411,,3795,2795,0
2626,364684701,46464052,2020-10-02 11:01:46.198411,,0 days 01:23:21.000000000,2020-10-02 12:25:07.198411,,5001,2626,0
1198,725239288,46389399,2020-10-02 11:01:49.198411,,0 days 00:56:18.000000000,2020-10-02 11:58:07.198411,,3378,1198,0
1750,46218379,3177569953,2020-10-02 11:01:49.198411,,0 days 01:33:58.000000000,2020-10-02 12:35:47.198411,,5638,1750,0
1459,6459218317,7638757821,2020-10-02 11:01:51.198411,,0 days 00:21:49.000000000,2020-10-02 11:23:40.198411,,1309,1459,0
1200,46420083,46405798,2020-10-02 11:01:55.198411,,0 days 00:18:44.000000000,2020-10-02 11:20:39.198411,,1124,1200,0
457,46421864,7602852632,2020-10-02 11:01:59.198411,,0 days 00:25:39.000000000,2020-10-02 11:27:38.198411,,1539,457,0
2660,7208347507,46375395,2020-10-02 11:02:08.198411,,0 days 02:13:24.000000000,2020-10-02 13:15:32.198411,,8004,2660,0
558,46404755,46348399,2020-10-02 11:02:10.198411,,0 days 01:49:38.000000000,2020-10-02 12:51:48.198411,,6578,558,0
640,46347923,2020569141,2020-10-02 11:02:14.198411,,0 days 01:06:44.000000000,2020-10-02 12:08:58.198411,,4004,640,0
2975,46293554,1587126023,2020-10-02 11:02:16.198411,,0 days 00:56:02.000000000,2020-10-02 11:58:18.198411,,3362,2975,0
2150,46318162,1978342133,2020-10-02 11:02:32.198411,,0 days 01:34:09.000000000,2020-10-02 12:36:41.198411,,5649,2150,0
2847,46336019,46320805,2020-10-02 11:02:43.198411,,0 days 00:22:10.000000000,2020-10-02 11:24:53.198411,,1330,2847,0
538,7094675695,2309515987,2020-10-02 11:02:43.198411,,0 days 02:06:14.000000000,2020-10-02 13:08:57.198411,,7574,538,0
358,7026677614,46318954,2020-10-02 11:02:44.198411,,0 days 00:37:16.000000000,2020-10-02 11:40:00.198411,,2236,358,0
658,46424805,46373281,2020-10-02 11:02:46.198411,,0 days 00:25:03.000000000,2020-10-02 11:27:49.198411,,1503,658,0
566,31240666,46299678,2020-10-02 11:02:52.198411,,0 days 01:05:30.000000000,2020-10-02 12:08:22.198411,,3930,566,0
1014,46402805,46388731,2020-10-02 11:02:59.198411,,0 days 01:39:19.000000000,2020-10-02 12:42:18.198411,,5959,1014,0
2100,2104391541,46383282,2020-10-02 11:03:00.198411,,0 days 01:38:19.000000000,2020-10-02 12:41:19.198411,,5899,2100,0
2447,46316927,46383464,2020-10-02 11:03:20.198411,,0 days 00:37:19.000000000,2020-10-02 11:40:39.198411,,2239,2447,0
1988,1447440252,2298641921,2020-10-02 11:03:21.198411,,0 days 01:43:32.000000000,2020-10-02 12:46:53.198411,,6212,1988,0
1124,46351200,6960844764,2020-10-02 11:03:23.198411,,0 days 01:13:15.000000000,2020-10-02 12:16:38.198411,,4395,1124,0
2385,46311137,46345522,2020-10-02 11:03:33.198411,,0 days 00:58:03.000000000,2020-10-02 12:01:36.198411,,3483,2385,0
2409,46259320,275427635,2020-10-02 11:03:35.198411,,0 days 00:55:46.000000000,2020-10-02 11:59:21.198411,,3346,2409,0
2964,46400511,46336632,2020-10-02 11:03:41.198411,,0 days 01:00:45.000000000,2020-10-02 12:04:26.198411,,3645,2964,0
186,84628706,3297544666,2020-10-02 11:03:44.198411,,0 days 01:56:29.000000000,2020-10-02 13:00:13.198411,,6989,186,0
1388,46321543,46408563,2020-10-02 11:03:49.198411,,0 days 02:09:48.000000000,2020-10-02 13:13:37.198411,,7788,1388,0
2031,2264589171,6932256663,2020-10-02 11:03:50.198411,,0 days 01:32:37.000000000,2020-10-02 12:36:27.198411,,5557,2031,0
2296,2020569196,46390283,2020-10-02 11:03:54.198411,,0 days 00:34:56.000000000,2020-10-02 11:38:50.198411,,2096,2296,0
2879,46464681,46385483,2020-10-02 11:03:58.198411,,0 days 01:08:57.000000000,2020-10-02 12:12:55.198411,,4137,2879,0
1656,46267388,46414072,2020-10-02 11:03:59.198411,,0 days 01:32:31.000000000,2020-10-02 12:36:30.198411,,5551,1656,0
325,46451212,46363445,2020-10-02 11:04:05.198411,,0 days 00:53:16.000000000,2020-10-02 11:57:21.198411,,3196,325,0
2872,46338872,46422467,2020-10-02 11:04:05.198411,,0 days 01:03:26.000000000,2020-10-02 12:07:31.198411,,3806,2872,0
635,46327862,2344386453,2020-10-02 11:04:11.198411,,0 days 01:28:49.000000000,2020-10-02 12:33:00.198411,,5329,635,0
1329,1976839590,46347929,2020-10-02 11:04:13.198411,,0 days 00:40:07.000000000,2020-10-02 11:44:20.198411,,2407,1329,0
812,46317229,1577377329,2020-10-02 11:04:16.198411,,0 days 00:43:03.000000000,2020-10-02 11:47:19.198411,,2583,812,0
713,1601696790,46323176,2020-10-02 11:04:17.198411,,0 days 00:28:16.000000000,2020-10-02 11:32:33.198411,,1696,713,0
2846,46405594,3073085594,2020-10-02 11:04:19.198411,,0 days 00:07:50.000000000,2020-10-02 11:12:09.198411,,470,2846,0
708,46427763,2306196661,2020-10-02 11:04:22.198411,,0 days 00:25:37.000000000,2020-10-02 11:29:59.198411,,1537,708,0
474,746013773,46405594,2020-10-02 11:04:23.198411,,0 days 01:45:58.000000000,2020-10-02 12:50:21.198411,,6358,474,0
1546,566457236,46404906,2020-10-02 11:04:26.198411,,0 days 01:03:13.000000000,2020-10-02 12:07:39.198411,,3793,1546,0
310,46269792,3307341843,2020-10-02 11:04:28.198411,,0 days 01:10:09.000000000,2020-10-02 12:14:37.198411,,4209,310,0
1869,46461825,46397185,2020-10-02 11:04:36.198411,,0 days 02:08:16.000000000,2020-10-02 13:12:52.198411,,7696,1869,0
1557,2021881794,46209032,2020-10-02 11:04:38.198411,,0 days 01:12:43.000000000,2020-10-02 12:17:21.198411,,4363,1557,0
1903,46392637,7027339021,2020-10-02 11:04:40.198411,,0 days 00:59:43.000000000,2020-10-02 12:04:23.198411,,3583,1903,0
1460,457046919,46375432,2020-10-02 11:04:47.198411,,0 days 01:50:29.000000000,2020-10-02 12:55:16.198411,,6629,1460,0
1214,3294630423,46362756,2020-10-02 11:04:49.198411,,0 days 01:18:45.000000000,2020-10-02 12:23:34.198411,,4725,1214,0
2625,46182656,2284093726,2020-10-02 11:04:58.198411,,0 days 01:35:27.000000000,2020-10-02 12:40:25.198411,,5727,2625,0
2312,442043122,2309524193,2020-10-02 11:04:59.198411,,0 days 01:26:55.000000000,2020-10-02 12:31:54.198411,,5215,2312,0
1229,46316659,46425658,2020-10-02 11:05:00.198411,,0 days 00:56:34.000000000,2020-10-02 12:01:34.198411,,3394,1229,0
937,46331553,46343548,2020-10-02 11:05:04.198411,,0 days 01:48:33.000000000,2020-10-02 12:53:37.198411,,6513,937,0
1968,46277530,46445564,2020-10-02 11:05:07.198411,,0 days 02:01:59.000000000,2020-10-02 13:07:06.198411,,7319,1968,0
2048,46304452,46348358,2020-10-02 11:05:09.198411,,0 days 00:46:25.000000000,2020-10-02 11:51:34.198411,,2785,2048,0
1513,46547622,46405080,2020-10-02 11:05:13.198411,,0 days 01:47:47.000000000,2020-10-02 12:53:00.198411,,6467,1513,0
834,46382948,451946454,2020-10-02 11:05:14.198411,,0 days 00:14:44.000000000,2020-10-02 11:19:58.198411,,884,834,0
1802,7042617201,46407158,2020-10-02 11:05:21.198411,,0 days 00:21:27.000000000,2020-10-02 11:26:48.198411,,1287,1802,0
2624,3898433631,46355756,2020-10-02 11:05:35.198411,,0 days 01:19:54.000000000,2020-10-02 12:25:29.198411,,4794,2624,0
1242,46281894,3301087365,2020-10-02 11:05:38.198411,,0 days 00:51:45.000000000,2020-10-02 11:57:23.198411,,3105,1242,0
994,5833461622,46392048,2020-10-02 11:05:45.198411,,0 days 00:24:06.000000000,2020-10-02 11:29:51.198411,,1446,994,0
2482,46290527,5828012939,2020-10-02 11:05:46.198411,,0 days 01:31:16.000000000,2020-10-02 12:37:02.198411,,5476,2482,0
1305,46472548,4571078870,2020-10-02 11:05:47.198411,,0 days 01:28:26.000000000,2020-10-02 12:34:13.198411,,5306,1305,0
1863,5828012925,46389269,2020-10-02 11:05:49.198411,,0 days 00:24:24.000000000,2020-10-02 11:30:13.198411,,1464,1863,0
2908,6235719988,46300791,2020-10-02 11:05:54.198411,,0 days 00:46:40.000000000,2020-10-02 11:52:34.198411,,2800,2908,0
2366,46422646,5830440697,2020-10-02 11:05:54.198411,,0 days 01:52:49.000000000,2020-10-02 12:58:43.198411,,6769,2366,0
2967,46276928,46395874,2020-10-02 11:05:57.198411,,0 days 01:02:44.000000000,2020-10-02 12:08:41.198411,,3764,2967,0
1734,46473281,4518879390,2020-10-02 11:06:00.198411,,0 days 01:20:27.000000000,2020-10-02 12:26:27.198411,,4827,1734,0
1720,46280915,46396298,2020-10-02 11:06:16.198411,,0 days 01:26:52.000000000,2020-10-02 12:33:08.198411,,5212,1720,0
1186,46327539,46446709,2020-10-02 11:06:19.198411,,0 days 01:09:36.000000000,2020-10-02 12:15:55.198411,,4176,1186,0
2783,783180116,46431091,2020-10-02 11:06:21.198411,,0 days 00:28:36.000000000,2020-10-02 11:34:57.198411,,1716,2783,0
945,46408563,46370376,2020-10-02 11:06:26.198411,,0 days 00:46:37.000000000,2020-10-02 11:53:03.198411,,2797,945,0
130,46180012,46291553,2020-10-02 11:06:29.198411,,0 days 01:24:32.000000000,2020-10-02 12:31:01.198411,,5072,130,0
1066,46415826,46416072,2020-10-02 11:06:34.198411,,0 days 00:10:43.000000000,2020-10-02 11:17:17.198411,,643,1066,0
444,988913700,46413714,2020-10-02 11:06:47.198411,,0 days 02:20:17.000000000,2020-10-02 13:27:04.198411,,8417,444,0
872,6933063429,1468478488,2020-10-02 11:06:48.198411,,0 days 01:12:32.000000000,2020-10-02 12:19:20.198411,,4352,872,0
2178,2300344136,2298641937,2020-10-02 11:06:52.198411,,0 days 00:20:51.000000000,2020-10-02 11:27:43.198411,,1251,2178,0
1122,3298957627,2229168213,2020-10-02 11:06:55.198411,,0 days 00:52:47.000000000,2020-10-02 11:59:42.198411,,3167,1122,0
3184,5416912856,46427172,2020-10-02 11:06:58.198411,,0 days 01:19:31.000000000,2020-10-02 12:26:29.198411,,4771,3184,0
1697,46404816,46409586,2020-10-02 11:07:02.198411,,0 days 00:14:38.000000000,2020-10-02 11:21:40.198411,,878,1697,0
2953,2352244625,46468535,2020-10-02 11:07:02.198411,,0 days 00:55:35.000000000,2020-10-02 12:02:37.198411,,3335,2953,0
292,2300344126,5828012922,2020-10-02 11:07:03.198411,,0 days 00:15:16.000000000,2020-10-02 11:22:19.198411,,916,292,0
3067,46380963,46391320,2020-10-02 11:07:19.198411,,0 days 01:12:55.000000000,2020-10-02 12:20:14.198411,,4375,3067,0
3174,46448493,46361992,2020-10-02 11:07:24.198411,,0 days 01:01:38.000000000,2020-10-02 12:09:02.198411,,3698,3174,0
559,46424528,1069320462,2020-10-02 11:07:33.198411,,0 days 00:44:04.000000000,2020-10-02 11:51:37.198411,,2644,559,0
2334,46523351,46354005,2020-10-02 11:07:48.198411,,0 days 01:30:01.000000000,2020-10-02 12:37:49.198411,,5401,2334,0
361,3185460795,46408005,2020-10-02 11:07:55.198411,,0 days 00:06:28.000000000,2020-10-02 11:14:23.198411,,388,361,0
365,46396070,46414266,2020-10-02 11:08:06.198411,,0 days 01:32:48.000000000,2020-10-02 12:40:54.198411,,5568,365,0
47,5830440707,46265771,2020-10-02 11:08:11.198411,,0 days 01:04:23.000000000,2020-10-02 12:12:34.198411,,3863,47,0
2880,46394761,46357493,2020-10-02 11:08:12.198411,,0 days 00:21:00.000000000,2020-10-02 11:29:12.198411,,1260,2880,0
1097,305789966,46404263,2020-10-02 11:08:18.198411,,0 days 01:22:58.000000000,2020-10-02 12:31:16.198411,,4978,1097,0
2605,46340207,46368850,2020-10-02 11:08:20.198411,,0 days 00:56:58.000000000,2020-10-02 12:05:18.198411,,3418,2605,0
2547,4639694258,175661628,2020-10-02 11:08:37.198411,,0 days 00:24:20.000000000,2020-10-02 11:32:57.198411,,1460,2547,0
1585,46283090,46294809,2020-10-02 11:08:40.198411,,0 days 00:18:28.000000000,2020-10-02 11:27:08.198411,,1108,1585,0
1233,46424939,2308176060,2020-10-02 11:08:44.198411,,0 days 00:27:34.000000000,2020-10-02 11:36:18.198411,,1654,1233,0
1551,7223210068,387735058,2020-10-02 11:08:45.198411,,0 days 02:08:23.000000000,2020-10-02 13:17:08.198411,,7703,1551,0
1992,1419265970,46438694,2020-10-02 11:08:47.198411,,0 days 00:43:28.000000000,2020-10-02 11:52:15.198411,,2608,1992,0
785,6653563597,46395271,2020-10-02 11:08:47.198411,,0 days 01:44:51.000000000,2020-10-02 12:53:38.198411,,6291,785,0
1767,46410770,2020569196,2020-10-02 11:08:54.198411,,0 days 00:09:16.000000000,2020-10-02 11:18:10.198411,,556,1767,0
119,7025532003,46384645,2020-10-02 11:09:01.198411,,0 days 00:51:54.000000000,2020-10-02 12:00:55.198411,,3114,119,0
174,46264142,46404331,2020-10-02 11:09:04.198411,,0 days 01:57:42.000000000,2020-10-02 13:06:46.198411,,7062,174,0
2674,2820615942,1419265970,2020-10-02 11:09:07.198411,,0 days 01:04:21.000000000,2020-10-02 12:13:28.198411,,3861,2674,0
346,46419488,46277529,2020-10-02 11:09:08.198411,,0 days 01:11:25.000000000,2020-10-02 12:20:33.198411,,4285,346,0
1882,46442240,46353242,2020-10-02 11:09:08.198411,,0 days 01:26:39.000000000,2020-10-02 12:35:47.198411,,5199,1882,0
2332,46270170,46333825,2020-10-02 11:09:11.198411,,0 days 00:31:04.000000000,2020-10-02 11:40:15.198411,,1864,2332,0
2477,46281226,46358607,2020-10-02 11:09:15.198411,,0 days 01:29:47.000000000,2020-10-02 12:39:02.198411,,5387,2477,0
1277,1801588899,46332009,2020-10-02 11:09:19.198411,,0 days 01:43:30.000000000,2020-10-02 12:52:49.198411,,6210,1277,0
2420,1350198564,1089827500,2020-10-02 11:09:21.198411,,0 days 00:10:39.000000000,2020-10-02 11:20:00.198411,,639,2420,0
2438,1831046514,7223657271,2020-10-02 11:09:22.198411,,0 days 01:08:40.000000000,2020-10-02 12:18:02.198411,,4120,2438,0
649,46386760,46471946,2020-10-02 11:09:23.198411,,0 days 01:08:54.000000000,2020-10-02 12:18:17.198411,,4134,649,0
2907,46374658,46450474,2020-10-02 11:09:24.198411,,0 days 00:55:46.000000000,2020-10-02 12:05:10.198411,,3346,2907,0
2324,46346389,1587126020,2020-10-02 11:09:28.198411,,0 days 00:25:26.000000000,2020-10-02 11:34:54.198411,,1526,2324,0
1149,46344461,2772719483,2020-10-02 11:09:31.198411,,0 days 01:46:36.000000000,2020-10-02 12:56:07.198411,,6396,1149,0
1850,46424018,46436586,2020-10-02 11:09:32.198411,,0 days 01:19:57.000000000,2020-10-02 12:29:29.198411,,4797,1850,0
671,46260093,451946454,2020-10-02 11:09:39.198411,,0 days 01:06:46.000000000,2020-10-02 12:16:25.198411,,4006,671,0
799,46499861,5139580896,2020-10-02 11:09:39.198411,,0 days 01:58:39.000000000,2020-10-02 13:08:18.198411,,7119,799,0
575,46476444,2303225759,2020-10-02 11:09:42.198411,,0 days 00:37:45.000000000,2020-10-02 11:47:27.198411,,2265,575,0
2205,46456167,46399459,2020-10-02 11:09:44.198411,,0 days 01:02:57.000000000,2020-10-02 12:12:41.198411,,3777,2205,0
2507,46342168,46354203,2020-10-02 11:09:44.198411,,0 days 00:11:32.000000000,2020-10-02 11:21:16.198411,,692,2507,0
1813,46337362,46371430,2020-10-02 11:09:46.198411,,0 days 01:10:42.000000000,2020-10-02 12:20:28.198411,,4242,1813,0
1205,46441664,46328546,2020-10-02 11:09:47.198411,,0 days 02:12:46.000000000,2020-10-02 13:22:33.198411,,7966,1205,0
807,1706367964,46419383,2020-10-02 11:09:48.198411,,0 days 00:51:24.000000000,2020-10-02 12:01:12.198411,,3084,807,0
2182,46395987,46360122,2020-10-02 11:09:49.198411,,0 days 02:42:47.000000000,2020-10-02 13:52:36.198411,,9767,2182,0
2857,46443083,46468456,2020-10-02 11:09:52.198411,,0 days 01:17:46.000000000,2020-10-02 12:27:38.198411,,4666,2857,0
768,46419449,4625767495,2020-10-02 11:09:54.198411,,0 days 00:51:59.000000000,2020-10-02 12:01:53.198411,,3119,768,0
2688,46486205,2309524193,2020-10-02 11:10:03.198411,,0 days 01:15:25.000000000,2020-10-02 12:25:28.198411,,4525,2688,0
3075,46362280,3301116263,2020-10-02 11:10:13.198411,,0 days 00:06:36.000000000,2020-10-02 11:16:49.198411,,396,3075,0
1334,6653637020,46397577,2020-10-02 11:10:23.198411,,0 days 01:01:47.000000000,2020-10-02 12:12:10.198411,,3707,1334,0
1182,46430738,31240668,2020-10-02 11:10:23.198411,,0 days 01:04:10.000000000,2020-10-02 12:14:33.198411,,3850,1182,0
1004,46258239,46424018,2020-10-02 11:10:23.198411,,0 days 01:38:04.000000000,2020-10-02 12:48:27.198411,,5884,1004,0
1465,46248207,798909747,2020-10-02 11:10:27.198411,,0 days 01:18:05.000000000,2020-10-02 12:28:32.198411,,4685,1465,0
1148,46393200,46391524,2020-10-02 11:10:31.198411,,0 days 00:03:59.000000000,2020-10-02 11:14:30.198411,,239,1148,0
2971,46285714,46292888,2020-10-02 11:10:34.198411,,0 days 00:43:47.000000000,2020-10-02 11:54:21.198411,,2627,2971,0
2969,46267729,46420751,2020-10-02 11:10:38.198411,,0 days 01:18:47.000000000,2020-10-02 12:29:25.198411,,4727,2969,0
749,3788945707,2915168798,2020-10-02 11:10:44.198411,,0 days 01:29:58.000000000,2020-10-02 12:40:42.198411,,5398,749,0
3166,46305430,5830440708,2020-10-02 11:10:45.198411,,0 days 01:29:15.000000000,2020-10-02 12:40:00.198411,,5355,3166,0
2631,46352857,2296494806,2020-10-02 11:10:49.198411,,0 days 01:06:50.000000000,2020-10-02 12:17:39.198411,,4010,2631,0
3001,46335668,46413153,2020-10-02 11:10:52.198411,,0 days 01:03:53.000000000,2020-10-02 12:14:45.198411,,3833,3001,0
408,46235295,46380094,2020-10-02 11:10:53.198411,,0 days 02:06:45.000000000,2020-10-02 13:17:38.198411,,7605,408,0
1056,46488206,46421232,2020-10-02 11:10:54.198411,,0 days 02:34:33.000000000,2020-10-02 13:45:27.198411,,9273,1056,0
2224,2309524195,46342707,2020-10-02 11:10:54.198411,,0 days 00:28:57.000000000,2020-10-02 11:39:51.198411,,1737,2224,0
760,46444737,3301116661,2020-10-02 11:10:58.198411,,0 days 01:29:49.000000000,2020-10-02 12:40:47.198411,,5389,760,0
1120,46284104,2333230599,2020-10-02 11:10:58.198411,,0 days 00:12:35.000000000,2020-10-02 11:23:33.198411,,755,1120,0
1561,3300514055,46300860,2020-10-02 11:11:00.198411,,0 days 00:42:37.000000000,2020-10-02 11:53:37.198411,,2557,1561,0
2008,46472548,46363445,2020-10-02 11:11:09.198411,,0 days 01:25:59.000000000,2020-10-02 12:37:08.198411,,5159,2008,0
231,46303623,46384186,2020-10-02 11:11:33.198411,,0 days 01:34:17.000000000,2020-10-02 12:45:50.198411,,5657,231,0
2188,46299759,1587126024,2020-10-02 11:11:36.198411,,0 days 01:02:28.000000000,2020-10-02 12:14:04.198411,,3748,2188,0
2677,46474515,46295651,2020-10-02 11:11:37.198411,,0 days 02:13:27.000000000,2020-10-02 13:25:04.198411,,8007,2677,0
2304,46444706,969196810,2020-10-02 11:11:39.198411,,0 days 00:40:43.000000000,2020-10-02 11:52:22.198411,,2443,2304,0
836,295657396,46369747,2020-10-02 11:11:43.198411,,0 days 01:27:49.000000000,2020-10-02 12:39:32.198411,,5269,836,0
1655,282782975,46385131,2020-10-02 11:11:52.198411,,0 days 00:43:51.000000000,2020-10-02 11:55:43.198411,,2631,1655,0
183,46385510,46430099,2020-10-02 11:11:57.198411,,0 days 01:32:09.000000000,2020-10-02 12:44:06.198411,,5529,183,0
2033,5412176529,3297465151,2020-10-02 11:12:01.198411,,0 days 01:10:32.000000000,2020-10-02 12:22:33.198411,,4232,2033,0
510,46291850,46316927,2020-10-02 11:12:03.198411,,0 days 00:46:03.000000000,2020-10-02 11:58:06.198411,,2763,510,0
1721,46418967,46358114,2020-10-02 11:12:05.198411,,0 days 00:54:03.000000000,2020-10-02 12:06:08.198411,,3243,1721,0
392,178873237,46297764,2020-10-02 11:12:07.198411,,0 days 00:59:24.000000000,2020-10-02 12:11:31.198411,,3564,392,0
1671,1275764702,916874915,2020-10-02 11:12:09.198411,,0 days 00:35:57.000000000,2020-10-02 11:48:06.198411,,2157,1671,0
882,258421545,46449160,2020-10-02 11:12:13.198411,,0 days 00:20:13.000000000,2020-10-02 11:32:26.198411,,1213,882,0
1549,5899675531,46441726,2020-10-02 11:12:18.198411,,0 days 00:47:46.000000000,2020-10-02 12:00:04.198411,,2866,1549,0
723,46346316,46438811,2020-10-02 11:12:21.198411,,0 days 02:06:34.000000000,2020-10-02 13:18:55.198411,,7594,723,0
1722,46335271,46389399,2020-10-02 11:12:21.198411,,0 days 01:13:52.000000000,2020-10-02 12:26:13.198411,,4432,1722,0
3102,46412243,2021881776,2020-10-02 11:12:28.198411,,0 days 01:10:52.000000000,2020-10-02 12:23:20.198411,,4252,3102,0
3116,46285451,46405798,2020-10-02 11:12:31.198411,,0 days 01:28:52.000000000,2020-10-02 12:41:23.198411,,5332,3116,0
868,46340677,297095260,2020-10-02 11:12:31.198411,,0 days 00:27:36.000000000,2020-10-02 11:40:07.198411,,1656,868,0
304,7014642384,2300133265,2020-10-02 11:12:34.198411,,0 days 00:49:51.000000000,2020-10-02 12:02:25.198411,,2991,304,0
877,46417893,46360157,2020-10-02 11:12:35.198411,,0 days 00:46:51.000000000,2020-10-02 11:59:26.198411,,2811,877,0
2250,1936811437,46430142,2020-10-02 11:12:38.198411,,0 days 02:02:07.000000000,2020-10-02 13:14:45.198411,,7327,2250,0
527,46308734,46315024,2020-10-02 11:12:38.198411,,0 days 00:28:15.000000000,2020-10-02 11:40:53.198411,,1695,527,0
516,331548009,46352961,2020-10-02 11:12:41.198411,,0 days 01:02:29.000000000,2020-10-02 12:15:10.198411,,3749,516,0
2111,434441238,460441709,2020-10-02 11:12:54.198411,,0 days 01:24:53.000000000,2020-10-02 12:37:47.198411,,5093,2111,0
732,46304982,46183352,2020-10-02 11:12:58.198411,,0 days 02:27:33.000000000,2020-10-02 13:40:31.198411,,8853,732,0
2214,4638852257,46416156,2020-10-02 11:12:58.198411,,0 days 03:12:24.000000000,2020-10-02 14:25:22.198411,,11544,2214,0
2542,660280222,5828012924,2020-10-02 11:13:12.198411,,0 days 01:49:44.000000000,2020-10-02 13:02:56.198411,,6584,2542,0
2035,46416917,46363900,2020-10-02 11:13:14.198411,,0 days 01:36:01.000000000,2020-10-02 12:49:15.198411,,5761,2035,0
3066,46461432,46389674,2020-10-02 11:13:16.198411,,0 days 02:00:35.000000000,2020-10-02 13:13:51.198411,,7235,3066,0
1997,282780481,46380483,2020-10-02 11:13:20.198411,,0 days 00:40:50.000000000,2020-10-02 11:54:10.198411,,2450,1997,0
987,5615352460,46369502,2020-10-02 11:13:25.198411,,0 days 02:08:57.000000000,2020-10-02 13:22:22.198411,,7737,987,0
1234,46232112,46380013,2020-10-02 11:13:27.198411,,0 days 01:26:32.000000000,2020-10-02 12:39:59.198411,,5192,1234,0
3164,46376831,4924402831,2020-10-02 11:13:30.198411,,0 days 00:19:44.000000000,2020-10-02 11:33:14.198411,,1184,3164,0
1438,3307343592,863195548,2020-10-02 11:13:31.198411,,0 days 00:31:08.000000000,2020-10-02 11:44:39.198411,,1868,1438,0
57,916874915,3185290447,2020-10-02 11:13:36.198411,,0 days 00:29:36.000000000,2020-10-02 11:43:12.198411,,1776,57,0
1413,46374658,46337910,2020-10-02 11:13:41.198411,,0 days 02:11:54.000000000,2020-10-02 13:25:35.198411,,7914,1413,0
315,46480824,46372266,2020-10-02 11:13:53.198411,,0 days 02:24:48.000000000,2020-10-02 13:38:41.198411,,8688,315,0
1769,46447066,4625767494,2020-10-02 11:13:55.198411,,0 days 00:27:35.000000000,2020-10-02 11:41:30.198411,,1655,1769,0
1280,46269962,46401453,2020-10-02 11:13:58.198411,,0 days 01:03:46.000000000,2020-10-02 12:17:44.198411,,3826,1280,0
1225,1332773715,46435845,2020-10-02 11:13:59.198411,,0 days 01:28:38.000000000,2020-10-02 12:42:37.198411,,5318,1225,0
622,46277677,296265585,2020-10-02 11:14:08.198411,,0 days 01:38:08.000000000,2020-10-02 12:52:16.198411,,5888,622,0
1456,46479342,46359491,2020-10-02 11:14:09.198411,,0 days 01:23:58.000000000,2020-10-02 12:38:07.198411,,5038,1456,0
2706,46335752,7602619093,2020-10-02 11:14:12.198411,,0 days 00:40:49.000000000,2020-10-02 11:55:01.198411,,2449,2706,0
245,30225690,46305049,2020-10-02 11:14:21.198411,,0 days 01:31:12.000000000,2020-10-02 12:45:33.198411,,5472,245,0
2516,940042039,46399891,2020-10-02 11:14:36.198411,,0 days 00:32:23.000000000,2020-10-02 11:46:59.198411,,1943,2516,0
2522,46384227,46353880,2020-10-02 11:14:38.198411,,0 days 02:02:52.000000000,2020-10-02 13:17:30.198411,,7372,2522,0
2483,46258950,3214953956,2020-10-02 11:14:41.198411,,0 days 01:14:35.000000000,2020-10-02 12:29:16.198411,,4475,2483,0
2025,46363752,798909747,2020-10-02 11:14:56.198411,,0 days 00:37:29.000000000,2020-10-02 11:52:25.198411,,2249,2025,0
783,7026677616,46343001,2020-10-02 11:14:59.198411,,0 days 00:28:03.000000000,2020-10-02 11:43:02.198411,,1683,783,0
1840,46345887,46355230,2020-10-02 11:15:12.198411,,0 days 00:12:30.000000000,2020-10-02 11:27:42.198411,,750,1840,0
1134,5904163812,3416675257,2020-10-02 11:15:13.198411,,0 days 01:06:37.000000000,2020-10-02 12:21:50.198411,,3997,1134,0
1098,46259573,46454838,2020-10-02 11:15:25.198411,,0 days 02:14:26.000000000,2020-10-02 13:29:51.198411,,8066,1098,0
870,46466587,46375985,2020-10-02 11:15:25.198411,,0 days 00:46:44.000000000,2020-10-02 12:02:09.198411,,2804,870,0
2350,7638757822,46344934,2020-10-02 11:15:29.198411,,0 days 01:08:00.000000000,2020-10-02 12:23:29.198411,,4080,2350,0
2713,46363868,46413999,2020-10-02 11:15:30.198411,,0 days 01:46:07.000000000,2020-10-02 13:01:37.198411,,6367,2713,0
710,46303813,46470049,2020-10-02 11:15:31.198411,,0 days 01:39:48.000000000,2020-10-02 12:55:19.198411,,5988,710,0
1436,1616976872,46426685,2020-10-02 11:15:34.198411,,0 days 01:55:36.000000000,2020-10-02 13:11:10.198411,,6936,1436,0
1455,4949301843,2020569132,2020-10-02 11:15:36.198411,,0 days 01:01:23.000000000,2020-10-02 12:16:59.198411,,3683,1455,0
2230,46285267,3176714954,2020-10-02 11:15:44.198411,,0 days 01:09:35.000000000,2020-10-02 12:25:19.198411,,4175,2230,0
2839,46403876,46444710,2020-10-02 11:15:46.198411,,0 days 00:31:58.000000000,2020-10-02 11:47:44.198411,,1918,2839,0
3131,46258482,7602619093,2020-10-02 11:15:49.198411,,0 days 01:10:07.000000000,2020-10-02 12:25:56.198411,,4207,3131,0
