,index,origin,destination,treq,tdep,ttrav,tarr,tdrop,dist,pax_id,platform,VoT,delta,u,u_PT
1518,1941,46455997,7223585662,6833,,884,2020-10-02 12:53:34.198411,,7076,1941,0,0.0035,220.0846560846561,13.708,999999
1519,2954,6443995600,46366452,6841,,396,2020-10-02 11:48:34.198411,,3168,2954,0,0.0035,98.47619047619048,6.138,999999
1520,1958,46336632,1069320476,6843,,642,2020-10-02 12:21:30.198411,,5142,1958,0,0.0035,160.03174603174608,9.96,999999
1521,1579,46287164,3176714997,6852,,612,2020-10-02 12:17:36.198411,,4899,1579,0,0.0035,152.3809523809524,9.490499999999999,999999
1522,1701,46354965,46401975,6852,,684,2020-10-02 12:27:11.198411,,5474,1701,0,0.0035,170.22222222222223,10.605,999999
1523,1375,46306046,46363201,6853,,345,2020-10-02 11:42:02.198411,,2764,1375,0,0.0035,86.04761904761907,5.3535,999999
1524,2473,46351658,46403983,6854,,250,2020-10-02 11:29:24.198411,,2005,2473,0,0.0035,62.48677248677251,3.8825,999999
1525,118,6235720060,2311168469,6857,,594,2020-10-02 12:15:15.198411,,4753,118,0,0.0035,147.77777777777786,9.2085,999999
1526,1218,1976839591,46416719,6861,,459,2020-10-02 11:57:20.198411,,3674,1218,0,0.0035,114.26984126984131,7.1175,999999
1527,1082,46348272,1069320464,6870,,626,2020-10-02 12:19:49.198411,,5014,1082,0,0.0035,156.05291005291005,9.712,999999
1528,1834,46386453,2296170442,6873,,275,2020-10-02 11:33:00.198411,,2202,1834,0,0.0035,68.51322751322755,4.2655,999999
1529,2232,46436268,46401975,6874,,149,2020-10-02 11:16:12.198411,,1193,2232,0,0.0035,37.11640211640213,2.311,999999
1530,2187,46540120,46378182,6875,,1300,2020-10-02 13:49:44.198411,,10404,2187,0,0.0035,323.5343915343916,20.156,999999
1531,1341,3784893828,5830440708,6877,,739,2020-10-02 12:34:54.198411,,5912,1341,0,0.0035,183.7724867724868,11.4545,999999
1532,2568,46268227,46541708,6881,,1450,2020-10-02 14:09:52.198411,,11606,2568,0,0.0035,360.96296296296305,22.483999999999998,999999
1533,2577,46440525,3301117463,6881,,901,2020-10-02 12:56:40.198411,,7214,2577,0,0.0035,224.43915343915344,13.974499999999999,999999
1534,1135,46303115,46322718,6882,,642,2020-10-02 12:22:10.198411,,5143,1135,0,0.0035,160.0952380952382,9.961500000000001,999999
1535,2305,46206849,46384718,6901,,763,2020-10-02 12:38:34.198411,,6108,2305,0,0.0035,189.99470899470901,11.832500000000001,999999
1536,1929,7191965037,46432877,6902,,589,2020-10-02 12:15:26.198411,,4719,1929,0,0.0035,146.91534391534393,9.14,999999
1537,2744,46439126,46314424,6905,,877,2020-10-02 12:53:48.198411,,7018,2744,0,0.0035,218.21693121693116,13.596499999999999,999999
1538,192,1318851540,2306196661,6913,,99,2020-10-02 11:10:12.198411,,794,192,0,0.0035,24.746031746031754,1.5375,999999
1539,3008,46177803,46429065,6919,,1023,2020-10-02 13:13:30.198411,,8186,3008,0,0.0035,254.5238095238094,15.8595,999999
1540,1232,46417479,46408563,6921,,622,2020-10-02 12:20:06.198411,,4980,1232,0,0.0035,154.93121693121697,9.647,999999
1541,416,46465056,290279547,6925,,581,2020-10-02 12:14:41.198411,,4651,416,0,0.0035,144.6719576719577,9.01,999999
1542,2465,46388158,46414072,6931,,343,2020-10-02 11:43:03.198411,,2747,2465,0,0.0035,85.4867724867725,5.321,999999
1543,3199,46479393,46384186,6932,,600,2020-10-02 12:17:21.198411,,4804,3199,0,0.0035,149.4603174603175,9.306000000000001,999999
1544,2298,46435845,46424308,6936,,536,2020-10-02 12:08:56.198411,,4295,2298,0,0.0035,133.73544973544978,8.3185,999999
1545,2806,46417481,46422651,6937,,384,2020-10-02 11:48:40.198411,,3078,2806,0,0.0035,95.87301587301587,5.961,999999
1546,2573,46365720,46423905,6938,,300,2020-10-02 11:37:25.198411,,2402,2573,0,0.0035,74.73015873015875,4.6530000000000005,999999
1547,3192,46375173,425926801,6948,,564,2020-10-02 12:12:48.198411,,4515,3192,0,0.0035,140.44444444444449,8.7465,999999
1548,1260,6488224137,46389674,6950,,1113,2020-10-02 13:26:00.198411,,8905,1260,0,0.0035,276.84126984126993,17.253,999999
1549,1844,46318091,46365718,6952,,302,2020-10-02 11:37:54.198411,,2417,1844,0,0.0035,75.1640211640212,4.6825,999999
1550,1269,420259801,2309524195,6962,,743,2020-10-02 12:36:56.198411,,5949,1269,0,0.0035,185.08465608465607,11.524000000000001,999999
1551,1141,7223513187,46409976,6967,,665,2020-10-02 12:26:32.198411,,5320,1141,0,0.0035,165.37037037037038,10.307500000000001,999999
1552,2440,2101786758,2300344126,6979,,767,2020-10-02 12:40:26.198411,,6142,2440,0,0.0035,191.1164021164022,11.897499999999999,999999
1553,2935,46361012,46376161,6982,,856,2020-10-02 12:52:18.198411,,6851,2935,0,0.0035,213.0582010582011,13.2725,999999
1554,835,46339229,46435490,6984,,947,2020-10-02 13:04:30.198411,,7581,835,0,0.0035,235.8148148148148,14.686,999999
1555,95,2298641921,5897198108,6986,,273,2020-10-02 11:34:38.198411,,2187,95,0,0.0035,68.0793650793651,4.236,999999
1556,2233,3625741132,5899675531,6991,,767,2020-10-02 12:40:34.198411,,6138,2233,0,0.0035,190.8624338624339,11.8915,999999
1557,8,46405518,46446854,7005,,458,2020-10-02 11:59:38.198411,,3668,8,0,0.0035,114.14814814814812,7.1049999999999995,999999
1558,80,46312620,46344504,7009,,588,2020-10-02 12:17:01.198411,,4707,80,0,0.0035,146.41269841269843,9.118500000000001,999999
1559,2292,46392664,4530306617,7016,,240,2020-10-02 11:30:43.198411,,1922,2292,0,0.0035,59.809523809523824,3.723,999999
1560,2338,46391574,46401323,7028,,734,2020-10-02 12:36:47.198411,,5874,2338,0,0.0035,182.6560846560847,11.379999999999999,999999
1561,721,1599010892,46422988,7031,,720,2020-10-02 12:35:02.198411,,5766,721,0,0.0035,179.42857142857144,11.168999999999999,999999
1562,1353,46276421,5832869154,7033,,667,2020-10-02 12:27:59.198411,,5341,1353,0,0.0035,166.1851851851852,10.346,999999
1563,2088,7230058506,46411769,7036,,294,2020-10-02 11:38:15.198411,,2354,2088,0,0.0035,73.23809523809527,4.5600000000000005,999999
1564,3076,3405237817,46335755,7036,,626,2020-10-02 12:22:31.198411,,5010,3076,0,0.0035,155.79894179894185,9.706,999999
1565,316,46408005,46322718,7049,,374,2020-10-02 11:49:10.198411,,2996,316,0,0.0035,93.25925925925928,5.803,999999
1566,2411,46384225,46339633,7053,,470,2020-10-02 12:02:01.198411,,3763,2411,0,0.0035,117.06878306878303,7.2895,999999
1567,2555,1057076084,46373371,7054,,622,2020-10-02 12:22:17.198411,,4978,2555,0,0.0035,154.8042328042328,9.644,999999
1568,981,46308920,46284778,7058,,1870,2020-10-02 15:08:43.198411,,14960,981,0,0.0035,465.0264550264552,28.985,999999
1569,820,46350193,46416072,7073,,647,2020-10-02 12:25:58.198411,,5180,820,0,0.0035,161.1481481481482,10.0345,999999
1570,2500,46532140,46378182,7077,,747,2020-10-02 12:39:18.198411,,5976,2500,0,0.0035,185.76190476190476,11.5785,999999
1571,2798,3405237817,969196812,7077,,331,2020-10-02 11:43:54.198411,,2652,2798,0,0.0035,82.56613756613758,5.1365,999999
1572,644,46390638,46425658,7082,,332,2020-10-02 11:44:07.198411,,2660,644,0,0.0035,82.81481481481482,5.152,999999
1573,894,46239291,46389719,7083,,913,2020-10-02 13:01:36.198411,,7308,894,0,0.0035,227.29629629629636,14.157499999999999,999999
1574,1337,46359491,46340766,7095,,317,2020-10-02 11:42:20.198411,,2540,1337,0,0.0035,79.08465608465609,4.9195,999999
1575,1088,46335229,46398148,7098,,748,2020-10-02 12:39:48.198411,,5985,1088,0,0.0035,186.0740740740741,11.5955,999999
1576,2297,46349166,2308176051,7099,,750,2020-10-02 12:40:07.198411,,6003,2297,0,0.0035,186.69841269841274,11.6295,999999
1577,2181,46503642,7223657265,7106,,1085,2020-10-02 13:24:56.198411,,8685,2181,0,0.0035,270.1322751322752,16.825,999999
1578,2179,46354459,46363984,7111,,145,2020-10-02 11:19:42.198411,,1166,2179,0,0.0035,36.43915343915344,2.2565,999999
1579,162,2306442648,46376866,7112,,258,2020-10-02 11:34:47.198411,,2070,162,0,0.0035,64.53968253968254,4.008,999999
1580,1554,46401740,46374077,7118,,594,2020-10-02 12:19:42.198411,,4759,1554,0,0.0035,148.15873015873015,9.2175,999999
1581,1306,46426302,46409144,7124,,221,2020-10-02 11:30:02.198411,,1773,1306,0,0.0035,55.27513227513228,3.433,999999
1582,2592,5713213376,46360980,7135,,292,2020-10-02 11:39:43.198411,,2343,2592,0,0.0035,73.05820105820108,4.5365,999999
1583,682,46343024,46300827,7136,,254,2020-10-02 11:34:37.198411,,2036,682,0,0.0035,63.41798941798943,3.9429999999999996,999999
1584,2984,46330373,3301117463,7141,,234,2020-10-02 11:32:00.198411,,1874,2984,0,0.0035,58.31746031746031,3.63,999999
1585,941,46351122,46388896,7159,,285,2020-10-02 11:39:11.198411,,2287,941,0,0.0035,71.31746031746034,4.428,999999
1586,2314,1976839588,46396067,7162,,369,2020-10-02 11:50:25.198411,,2958,2314,0,0.0035,92.14285714285714,5.7285,999999
1587,2827,2047973302,46408248,7175,,201,2020-10-02 11:28:15.198411,,1615,2827,0,0.0035,50.42857142857142,3.126,999999
1588,2687,1559342818,46404263,7179,,706,2020-10-02 12:35:35.198411,,5651,2687,0,0.0035,175.75661375661377,10.9475,999999
1589,2958,46304901,46297343,7179,,1117,2020-10-02 13:30:23.198411,,8939,2958,0,0.0035,277.9629629629629,17.318,999999
1590,1928,46258023,7883650416,7185,,1066,2020-10-02 13:23:45.198411,,8535,1928,0,0.0035,265.5343915343916,16.5335,999999
1591,913,46476860,46492765,7189,,469,2020-10-02 12:04:10.198411,,3756,913,0,0.0035,116.88359788359793,7.2755,999999
1592,494,46395354,46362980,7192,,643,2020-10-02 12:27:28.198411,,5151,494,0,0.0035,160.34391534391537,9.977,999999
1593,1787,46342858,46452949,7193,,570,2020-10-02 12:17:40.198411,,4562,1787,0,0.0035,141.87301587301587,8.838000000000001,999999
1594,393,46434754,3694043159,7195,,734,2020-10-02 12:39:32.198411,,5872,393,0,0.0035,182.52910052910053,11.376999999999999,999999
1595,228,46302224,46291028,7199,,801,2020-10-02 12:48:37.198411,,6413,228,0,0.0035,199.50793650793656,12.423,999999
1596,1675,46352459,46432573,7199,,478,2020-10-02 12:05:33.198411,,3829,1675,0,0.0035,119.18518518518522,7.4165,999999
1597,2795,46372472,46290709,7199,,474,2020-10-02 12:04:59.198411,,3795,2795,0,0.0035,118.0634920634921,7.3515,999999
1598,2626,364684701,46464052,7201,,625,2020-10-02 12:25:07.198411,,5001,2626,0,0.0035,155.4867724867725,9.689,999999
1599,1198,725239288,46389399,7204,,422,2020-10-02 11:58:07.198411,,3378,1198,0,0.0035,105.06878306878312,6.5440000000000005,999999
1600,1750,46218379,3177569953,7204,,704,2020-10-02 12:35:47.198411,,5638,1750,0,0.0035,175.4497354497355,10.921000000000001,999999
1601,1459,6459218317,7638757821,7206,,163,2020-10-02 11:23:40.198411,,1309,1459,0,0.0035,40.85185185185185,2.534,999999
1602,1200,46420083,46405798,7210,,140,2020-10-02 11:20:39.198411,,1124,1200,0,0.0035,35.06878306878308,2.176,999999
1603,457,46421864,7602852632,7214,,192,2020-10-02 11:27:38.198411,,1539,457,0,0.0035,47.93650793650794,2.9805,999999
1604,2660,7208347507,46375395,7223,,1000,2020-10-02 13:15:32.198411,,8004,2660,0,0.0035,248.93121693121697,15.506,999999
1605,558,46404755,46348399,7225,,822,2020-10-02 12:51:48.198411,,6578,558,0,0.0035,204.5396825396826,12.744000000000002,999999
1606,640,46347923,2020569141,7229,,500,2020-10-02 12:08:58.198411,,4004,640,0,0.0035,124.59259259259264,7.756,999999
1607,2975,46293554,1587126023,7231,,420,2020-10-02 11:58:18.198411,,3362,2975,0,0.0035,104.5714285714286,6.513,999999
1608,2150,46318162,1978342133,7247,,706,2020-10-02 12:36:41.198411,,5649,2150,0,0.0035,175.62962962962968,10.9445,999999
1609,538,7094675695,2309515987,7258,,946,2020-10-02 13:08:57.198411,,7574,538,0,0.0035,235.62962962962962,14.672,999999
1610,2847,46336019,46320805,7258,,166,2020-10-02 11:24:53.198411,,1330,2847,0,0.0035,41.40740740740741,2.576,999999
1611,358,7026677614,46318954,7259,,279,2020-10-02 11:40:00.198411,,2236,358,0,0.0035,69.63492063492063,4.3305,999999
1612,658,46424805,46373281,7261,,187,2020-10-02 11:27:49.198411,,1503,658,0,0.0035,46.94708994708996,2.9090000000000003,999999
1613,566,31240666,46299678,7267,,491,2020-10-02 12:08:22.198411,,3930,566,0,0.0035,122.22751322751326,7.6135,999999
1614,1014,46402805,46388731,7274,,744,2020-10-02 12:42:18.198411,,5959,1014,0,0.0035,185.46031746031747,11.5425,999999
1615,2100,2104391541,46383282,7275,,737,2020-10-02 12:41:19.198411,,5899,2100,0,0.0035,183.46560846560848,11.427999999999999,999999
1616,2447,46316927,46383464,7295,,279,2020-10-02 11:40:39.198411,,2239,2447,0,0.0035,69.82539682539684,4.335,999999
1617,1988,1447440252,2298641921,7296,,776,2020-10-02 12:46:53.198411,,6212,1988,0,0.0035,193.22751322751327,12.033999999999999,999999
1618,1124,46351200,6960844764,7298,,549,2020-10-02 12:16:38.198411,,4395,1124,0,0.0035,136.71428571428575,8.514,999999
1619,2385,46311137,46345522,7308,,435,2020-10-02 12:01:36.198411,,3483,2385,0,0.0035,108.36507936507937,6.747,999999
1620,2409,46259320,275427635,7310,,418,2020-10-02 11:59:21.198411,,3346,2409,0,0.0035,104.0740740740741,6.482,999999
1621,2964,46400511,46336632,7316,,455,2020-10-02 12:04:26.198411,,3645,2964,0,0.0035,113.46560846560847,7.0600000000000005,999999
1622,186,84628706,3297544666,7319,,873,2020-10-02 13:00:13.198411,,6989,186,0,0.0035,217.41269841269843,13.539,999999
1623,1388,46321543,46408563,7324,,973,2020-10-02 13:13:37.198411,,7788,1388,0,0.0035,242.2169312169313,15.0875,999999
1624,2031,2264589171,6932256663,7325,,694,2020-10-02 12:36:27.198411,,5557,2031,0,0.0035,172.89947089947086,10.7645,999999
1625,2296,2020569196,46390283,7329,,262,2020-10-02 11:38:50.198411,,2096,2296,0,0.0035,65.15343915343915,4.061,999999
1626,2879,46464681,46385483,7333,,517,2020-10-02 12:12:55.198411,,4137,2879,0,0.0035,128.62962962962962,8.015,999999
1627,1656,46267388,46414072,7334,,693,2020-10-02 12:36:30.198411,,5551,1656,0,0.0035,172.77777777777783,10.751999999999999,999999
1628,325,46451212,46363445,7340,,399,2020-10-02 11:57:21.198411,,3196,325,0,0.0035,99.47619047619051,6.1905,999999
1629,2872,46338872,46422467,7340,,475,2020-10-02 12:07:31.198411,,3806,2872,0,0.0035,118.5026455026455,7.371499999999999,999999
1630,635,46327862,2344386453,7346,,666,2020-10-02 12:33:00.198411,,5329,635,0,0.0035,165.6825396825397,10.3245,999999
1631,1329,1976839590,46347929,7348,,300,2020-10-02 11:44:20.198411,,2407,1329,0,0.0035,75.04761904761908,4.6605,999999
1632,812,46317229,1577377329,7351,,322,2020-10-02 11:47:19.198411,,2583,812,0,0.0035,80.51851851851853,5.0015,999999
1633,713,1601696790,46323176,7352,,212,2020-10-02 11:32:33.198411,,1696,713,0,0.0035,52.719576719576715,3.286,999999
1634,2846,46405594,3073085594,7354,,58,2020-10-02 11:12:09.198411,,470,2846,0,0.0035,14.804232804232809,0.9079999999999999,999999
1635,708,46427763,2306196661,7357,,192,2020-10-02 11:29:59.198411,,1537,708,0,0.0035,47.80952380952381,2.9775,999999
1636,474,746013773,46405594,7358,,794,2020-10-02 12:50:21.198411,,6358,474,0,0.0035,197.83068783068788,12.316,999999
1637,1546,566457236,46404906,7361,,474,2020-10-02 12:07:39.198411,,3793,1546,0,0.0035,117.93650793650795,7.3485,999999
1638,310,46269792,3307341843,7363,,526,2020-10-02 12:14:37.198411,,4209,310,0,0.0035,130.86772486772492,8.1545,999999
1639,1869,46461825,46397185,7371,,962,2020-10-02 13:12:52.198411,,7696,1869,0,0.0035,239.2275132275132,14.911000000000001,999999
1640,1557,2021881794,46209032,7373,,545,2020-10-02 12:17:21.198411,,4363,1557,0,0.0035,135.71957671957676,8.452,999999
1641,1903,46392637,7027339021,7375,,447,2020-10-02 12:04:23.198411,,3583,1903,0,0.0035,111.60317460317461,6.939,999999
1642,1460,457046919,46375432,7382,,828,2020-10-02 12:55:16.198411,,6629,1460,0,0.0035,206.22222222222226,12.8415,999999
1643,1214,3294630423,46362756,7384,,590,2020-10-02 12:23:34.198411,,4725,1214,0,0.0035,147.03703703703707,9.1525,999999
1644,2625,46182656,2284093726,7393,,715,2020-10-02 12:40:25.198411,,5727,2625,0,0.0035,178.2486772486773,11.093,999999
1645,2312,442043122,2309524193,7394,,651,2020-10-02 12:31:54.198411,,5215,2312,0,0.0035,162.33333333333334,10.100999999999999,999999
1646,1229,46316659,46425658,7395,,424,2020-10-02 12:01:34.198411,,3394,1229,0,0.0035,105.56613756613758,6.575,999999
1647,937,46331553,46343548,7399,,814,2020-10-02 12:53:37.198411,,6513,937,0,0.0035,202.48677248677257,12.618500000000001,999999
1648,1968,46277530,46445564,7402,,914,2020-10-02 13:07:06.198411,,7319,1968,0,0.0035,227.73544973544978,14.1775,999999
1649,2048,46304452,46348358,7404,,348,2020-10-02 11:51:34.198411,,2785,2048,0,0.0035,86.60317460317462,5.3955,999999
1650,1513,46547622,46405080,7408,,808,2020-10-02 12:53:00.198411,,6467,1513,0,0.0035,201.12169312169317,12.5285,999999
1651,834,46382948,451946454,7409,,110,2020-10-02 11:19:58.198411,,884,834,0,0.0035,27.60846560846561,1.711,999999
1652,1802,7042617201,46407158,7416,,160,2020-10-02 11:26:48.198411,,1287,1802,0,0.0035,40.232804232804234,2.4905,999999
1653,2624,3898433631,46355756,7430,,599,2020-10-02 12:25:29.198411,,4794,2624,0,0.0035,149.08465608465613,9.2875,999999
1654,1242,46281894,3301087365,7433,,388,2020-10-02 11:57:23.198411,,3105,1242,0,0.0035,96.55026455026456,6.015499999999999,999999
1655,994,5833461622,46392048,7440,,180,2020-10-02 11:29:51.198411,,1446,994,0,0.0035,45.14285714285715,2.799,999999
1656,2482,46290527,5828012939,7441,,684,2020-10-02 12:37:02.198411,,5476,2482,0,0.0035,170.34920634920638,10.608,999999
1657,1305,46472548,4571078870,7442,,663,2020-10-02 12:34:13.198411,,5306,1305,0,0.0035,165.0,10.279499999999999,999999
1658,1863,5828012925,46389269,7444,,183,2020-10-02 11:30:13.198411,,1464,1863,0,0.0035,45.50793650793651,2.8365,999999
1659,2366,46422646,5830440697,7449,,846,2020-10-02 12:58:43.198411,,6769,2366,0,0.0035,210.4444444444445,13.1145,999999
1660,2908,6235719988,46300791,7449,,350,2020-10-02 11:52:34.198411,,2800,2908,0,0.0035,87.03703703703704,5.425000000000001,999999
1661,2967,46276928,46395874,7452,,470,2020-10-02 12:08:41.198411,,3764,2967,0,0.0035,117.13227513227514,7.291,999999
1662,1734,46473281,4518879390,7455,,603,2020-10-02 12:26:27.198411,,4827,1734,0,0.0035,150.1428571428571,9.350999999999999,999999
1663,1720,46280915,46396298,7471,,651,2020-10-02 12:33:08.198411,,5212,1720,0,0.0035,162.14285714285714,10.096499999999999,999999
1664,1186,46327539,46446709,7474,,522,2020-10-02 12:15:55.198411,,4176,1186,0,0.0035,129.80952380952382,8.091000000000001,999999
1665,2783,783180116,46431091,7476,,214,2020-10-02 11:34:57.198411,,1716,2783,0,0.0035,53.470899470899475,3.323,999999
1666,945,46408563,46370376,7481,,349,2020-10-02 11:53:03.198411,,2797,945,0,0.0035,87.10582010582013,5.417,999999
1667,130,46180012,46291553,7484,,634,2020-10-02 12:31:01.198411,,5072,130,0,0.0035,157.66137566137562,9.827,999999
1668,1066,46415826,46416072,7489,,80,2020-10-02 11:17:17.198411,,643,1066,0,0.0035,20.084656084656093,1.2445,999999
1669,444,988913700,46413714,7502,,1052,2020-10-02 13:27:04.198411,,8417,444,0,0.0035,261.6719576719578,16.3075,999999
1670,872,6933063429,1468478488,7503,,544,2020-10-02 12:19:20.198411,,4352,872,0,0.0035,135.2804232804233,8.432,999999
1671,2178,2300344136,2298641937,7507,,156,2020-10-02 11:27:43.198411,,1251,2178,0,0.0035,38.984126984126995,2.4225000000000003,999999
1672,1122,3298957627,2229168213,7510,,395,2020-10-02 11:59:42.198411,,3167,1122,0,0.0035,98.6719576719577,6.133,999999
1673,3184,5416912856,46427172,7513,,596,2020-10-02 12:26:29.198411,,4771,3184,0,0.0035,148.40211640211646,9.2425,999999
1674,1697,46404816,46409586,7517,,109,2020-10-02 11:21:40.198411,,878,1697,0,0.0035,27.48677248677249,1.6985,999999
1675,2953,2352244625,46468535,7517,,416,2020-10-02 12:02:37.198411,,3335,2953,0,0.0035,103.8941798941799,6.458500000000001,999999
1676,292,2300344126,5828012922,7518,,114,2020-10-02 11:22:19.198411,,916,292,0,0.0035,28.603174603174605,1.7730000000000001,999999
1677,3067,46380963,46391320,7534,,546,2020-10-02 12:20:14.198411,,4375,3067,0,0.0035,136.22222222222226,8.4735,999999
1678,3174,46448493,46361992,7539,,462,2020-10-02 12:09:02.198411,,3698,3174,0,0.0035,115.01587301587304,7.164,999999
1679,559,46424528,1069320462,7548,,330,2020-10-02 11:51:37.198411,,2644,559,0,0.0035,82.31746031746033,5.121,999999
1680,2334,46523351,46354005,7563,,675,2020-10-02 12:37:49.198411,,5401,2334,0,0.0035,167.9206349206349,10.464,999999
1681,361,3185460795,46408005,7570,,48,2020-10-02 11:14:23.198411,,388,361,0,0.0035,12.190476190476193,0.75,999999
1682,365,46396070,46414266,7581,,696,2020-10-02 12:40:54.198411,,5568,365,0,0.0035,173.0793650793651,10.788,999999
1683,47,5830440707,46265771,7586,,482,2020-10-02 12:12:34.198411,,3863,47,0,0.0035,120.30687830687829,7.4815000000000005,999999
1684,2880,46394761,46357493,7587,,157,2020-10-02 11:29:12.198411,,1260,2880,0,0.0035,39.296296296296305,2.4395,999999
1685,1097,305789966,46404263,7593,,622,2020-10-02 12:31:16.198411,,4978,1097,0,0.0035,154.8042328042328,9.644,999999
1686,2605,46340207,46368850,7595,,427,2020-10-02 12:05:18.198411,,3418,2605,0,0.0035,106.31216931216932,6.621499999999999,999999
1687,2547,4639694258,175661628,7612,,182,2020-10-02 11:32:57.198411,,1460,2547,0,0.0035,45.51322751322752,2.827,999999
1688,1585,46283090,46294809,7615,,138,2020-10-02 11:27:08.198411,,1108,1585,0,0.0035,34.57142857142857,2.145,999999
1689,1233,46424939,2308176060,7619,,206,2020-10-02 11:36:18.198411,,1654,1233,0,0.0035,51.60846560846561,3.202,999999
1690,1551,7223210068,387735058,7620,,962,2020-10-02 13:17:08.198411,,7703,1551,0,0.0035,239.67195767195778,14.921500000000002,999999
1691,785,6653563597,46395271,7622,,786,2020-10-02 12:53:38.198411,,6291,785,0,0.0035,195.65079365079364,12.1875,999999
1692,1992,1419265970,46438694,7622,,326,2020-10-02 11:52:15.198411,,2608,1992,0,0.0035,81.06878306878306,5.053,999999
1693,1767,46410770,2020569196,7629,,69,2020-10-02 11:18:10.198411,,556,1767,0,0.0035,17.41269841269841,1.0755,999999
1694,119,7025532003,46384645,7636,,389,2020-10-02 12:00:55.198411,,3114,119,0,0.0035,96.86243386243389,6.032500000000001,999999
1695,174,46264142,46404331,7639,,882,2020-10-02 13:06:46.198411,,7062,174,0,0.0035,219.7142857142857,13.68,999999
1696,2674,2820615942,1419265970,7642,,482,2020-10-02 12:13:28.198411,,3861,2674,0,0.0035,120.17989417989419,7.4785,999999
1697,346,46419488,46277529,7643,,535,2020-10-02 12:20:33.198411,,4285,346,0,0.0035,133.35978835978838,8.3,999999
1698,1882,46442240,46353242,7643,,649,2020-10-02 12:35:47.198411,,5199,1882,0,0.0035,161.83597883597884,10.07,999999
1699,2332,46270170,46333825,7646,,233,2020-10-02 11:40:15.198411,,1864,2332,0,0.0035,57.941798941798936,3.6115,999999
1700,2477,46281226,46358607,7650,,673,2020-10-02 12:39:02.198411,,5387,2477,0,0.0035,167.55026455026453,10.436,999999
1701,1277,1801588899,46332009,7654,,776,2020-10-02 12:52:49.198411,,6210,1277,0,0.0035,193.10052910052912,12.030999999999999,999999
1702,2420,1350198564,1089827500,7656,,79,2020-10-02 11:20:00.198411,,639,2420,0,0.0035,20.089947089947092,1.235,999999
1703,2438,1831046514,7223657271,7657,,515,2020-10-02 12:18:02.198411,,4120,2438,0,0.0035,128.0687830687831,7.9825,999999
1704,649,46386760,46471946,7658,,516,2020-10-02 12:18:17.198411,,4134,649,0,0.0035,128.69841269841274,8.007,999999
1705,2907,46374658,46450474,7659,,418,2020-10-02 12:05:10.198411,,3346,2907,0,0.0035,104.0740740740741,6.482,999999
1706,2324,46346389,1587126020,7663,,190,2020-10-02 11:34:54.198411,,1526,2324,0,0.0035,47.62962962962965,2.954,999999
1707,1149,46344461,2772719483,7666,,799,2020-10-02 12:56:07.198411,,6396,1149,0,0.0035,198.94708994708995,12.3905,999999
1708,1850,46424018,46436586,7667,,599,2020-10-02 12:29:29.198411,,4797,1850,0,0.0035,149.27513227513222,9.292,999999
1709,671,46260093,451946454,7674,,500,2020-10-02 12:16:25.198411,,4006,671,0,0.0035,124.71957671957674,7.759,999999
1710,799,46499861,5139580896,7674,,889,2020-10-02 13:08:18.198411,,7119,799,0,0.0035,221.51851851851853,13.79,999999
1711,575,46476444,2303225759,7677,,283,2020-10-02 11:47:27.198411,,2265,575,0,0.0035,70.43915343915344,4.388,999999
1712,2205,46456167,46399459,7679,,472,2020-10-02 12:12:41.198411,,3777,2205,0,0.0035,117.43915343915346,7.3175,999999
1713,2507,46342168,46354203,7679,,86,2020-10-02 11:21:16.198411,,692,2507,0,0.0035,21.640211640211643,1.339,999999
1714,1813,46337362,46371430,7681,,530,2020-10-02 12:20:28.198411,,4242,1813,0,0.0035,131.92592592592595,8.218,999999
1715,1205,46441664,46328546,7682,,995,2020-10-02 13:22:33.198411,,7966,1205,0,0.0035,247.81481481481484,15.4315,999999
1716,807,1706367964,46419383,7683,,385,2020-10-02 12:01:12.198411,,3084,807,0,0.0035,95.994708994709,5.9735000000000005,999999
1717,2182,46395987,46360122,7684,,1220,2020-10-02 13:52:36.198411,,9767,2182,0,0.0035,303.83068783068785,18.9205,999999
1718,2857,46443083,46468456,7687,,583,2020-10-02 12:27:38.198411,,4666,2857,0,0.0035,145.10582010582013,9.0395,999999
1719,768,46419449,4625767495,7689,,389,2020-10-02 12:01:53.198411,,3119,768,0,0.0035,97.17989417989422,6.039999999999999,999999
1720,2688,46486205,2309524193,7698,,565,2020-10-02 12:25:28.198411,,4525,2688,0,0.0035,140.82010582010585,8.765,999999
1721,3075,46362280,3301116263,7708,,49,2020-10-02 11:16:49.198411,,396,3075,0,0.0035,12.43915343915344,0.7655,999999
1722,1004,46258239,46424018,7718,,735,2020-10-02 12:48:27.198411,,5884,1004,0,0.0035,183.03174603174608,11.3985,999999
1723,1182,46430738,31240668,7718,,481,2020-10-02 12:14:33.198411,,3850,1182,0,0.0035,119.74074074074076,7.458500000000001,999999
1724,1334,6653637020,46397577,7718,,463,2020-10-02 12:12:10.198411,,3707,1334,0,0.0035,115.32804232804234,7.181,999999
1725,1465,46248207,798909747,7722,,585,2020-10-02 12:28:32.198411,,4685,1465,0,0.0035,145.79365079365084,9.075,999999
1726,1148,46393200,46391524,7726,,29,2020-10-02 11:14:30.198411,,239,1148,0,0.0035,7.656084656084658,0.45999999999999996,999999
1727,2971,46285714,46292888,7729,,328,2020-10-02 11:54:21.198411,,2627,2971,0,0.0035,81.75661375661376,5.0885,999999
